squareMeters,numberOfRooms,floors,numPrevOwners,made,hasGuestRoom,price
90505,36,4,5,2001,3,9055749.1
32842,93,30,3,2002,3,3291228.2
49531,5,32,3,1995,6,4955365.5
97472,83,54,3,2014,9,9756768.4
41117,93,58,7,2004,3,4123695.4
32850,49,91,4,2012,1,3296112.2
25762,91,33,10,2021,6,2580119.1
69179,60,9,4,1993,4,6921389.3
1333,53,62,9,2016,6,139934.6
91107,30,57,7,1998,2,9113493.8
96843,25,66,10,2011,6,9688919.1
24378,27,45,9,2006,4,2441961.6
8988,51,75,2,2016,0,905757.6
1549,65,89,1,1999,9,165820.9
79081,20,88,9,1993,7,7918094.3
54077,1,98,10,2002,0,5410654.2
7249,79,56,1,1998,9,732666.8
99095,77,49,8,2006,7,9915571.6
11292,68,82,2,1998,4,1132623.8
36436,85,63,1,1995,2,3650349.5
35727,78,14,2,2015,5,3578110.5
82736,15,81,3,2007,8,8276711.7
50024,73,80,10,2004,0,5010562.4
38535,52,6,8,2009,5,3854588.9
20820,50,70,3,2014,4,2088001.4
20614,15,87,4,2019,5,2070677.9
4776,91,92,5,2012,2,486403.2
44487,98,60,9,1999,7,4453518.9
5528,47,96,8,2011,5,564350.1
84165,62,24,4,2010,8,8420418
86326,18,55,4,2021,8,8635482.1
37868,21,80,2,1994,8,3793089.4
62328,54,72,8,2020,8,6238922
76184,58,17,9,2010,6,7623937
96352,25,31,8,2019,8,9643641.9
831,46,86,3,2015,4,91333.5
59764,78,39,8,2020,3,5981705
33976,71,44,3,2005,9,3405161.5
71627,52,91,6,2009,3,7172359.9
53500,26,16,5,2018,6,5350627.8
32085,94,94,3,2009,2,3216632.9
48144,72,46,8,1995,1,4820543.5
32939,18,70,1,2013,10,3300978.3
74743,10,21,1,2013,7,7476064.3
44436,20,9,10,1992,2,4444815.2
21834,73,10,9,2007,1,2189064.7
71104,57,93,1,2008,4,7112359.8
36654,43,31,3,1992,8,3673319.2
40195,56,35,1,2000,6,4024544
57072,13,37,7,2017,7,5716738.7
4750,51,3,6,2002,3,478917.2
43712,6,11,9,1996,9,4372014.6
73733,43,23,7,2005,10,7377738.5
46731,76,92,6,1997,1,4683103.7
46864,3,4,8,2002,8,4690234.2
6881,69,15,7,1996,10,693986.6
88838,41,94,3,1993,7,8892157.3
90350,80,82,7,2015,7,9041614.5
88408,37,79,3,2004,0,8842527.4
37017,26,75,7,2000,6,3709665
40035,37,41,4,2021,0,4010245.1
49740,99,75,8,2020,5,4987445
50296,62,59,1,1993,6,5038241.3
47237,31,96,6,2003,0,4736122.3
53536,62,42,8,2018,0,5356837.8
68348,75,62,9,1995,4,6841098.5
3790,7,55,8,2021,3,383898.1
31906,15,73,3,2000,9,3194626
51672,89,76,10,1992,10,5176324.2
31990,100,73,6,2018,0,3204947.8
12099,53,67,8,2011,10,1216298.1
29366,22,63,3,2017,9,2941676.7
429,83,18,5,1996,0,49802.6
65413,96,15,5,2014,5,6545051.4
83090,56,94,7,1994,2,8315777.4
16218,66,70,10,2015,8,1630148.5
64943,100,8,2,2000,9,6495254
1947,6,43,10,2013,6,198209.3
4009,37,74,9,2005,4,406778.5
41404,2,69,8,2020,8,4147112
34469,70,26,6,2007,4,3450552.7
16254,27,36,9,2020,6,1630892
63941,22,12,5,1994,4,6396123.4
65582,39,98,2,2003,10,6563957.3
49407,4,68,9,2008,5,4947076.8
17847,99,93,7,2011,0,1796189.1
73769,84,27,7,1994,6,7385023.4
40912,4,45,9,1992,8,4100574.2
30632,43,81,5,1999,7,3071259.9
92329,97,97,6,2004,5,9242250.4
94457,63,29,9,2007,9,9453238.7
45739,67,52,1,2005,7,4576141.5
31774,3,47,5,1998,0,3180672.8
272,79,8,9,2011,9,30703.1
92618,66,88,2,2020,5,9267692
97566,74,41,3,2004,6,9765060.4
74348,61,85,1,2008,1,7438478.8
34035,90,91,5,2001,2,3407854.1
25078,90,81,5,1998,0,2514434.8
80023,30,48,7,2011,3,8011758.1
4141,55,19,2,2021,2,421086.1
87245,63,17,2,2021,9,8726378.1
15981,9,91,7,2004,2,1600688.4
66944,3,16,4,2007,10,6698622.7
71437,100,68,6,2001,9,7150458.1
33742,65,98,9,1993,2,3385270.3
37677,5,32,5,2002,8,3776536.2
3760,92,60,10,1995,5,382598.5
1668,74,20,2,1994,10,168399.4
74500,68,54,9,2017,5,7452595.7
88272,79,76,8,2007,2,8835369.7
42230,5,16,10,2019,8,4228536.9
21346,36,36,8,2016,6,2144809.6
62388,33,21,8,2002,4,6244189.2
9196,17,11,9,2010,9,926114
3939,40,70,6,2021,6,404238.1
5132,54,42,1,2018,2,520566.8
52820,58,8,10,2005,7,5289930.5
56694,26,46,4,1992,10,5674217.2
21648,13,99,10,1991,9,2177627.1
11513,88,88,4,2018,2,1160638.8
86850,86,11,3,2013,6,8685896.3
84311,87,96,10,1992,10,8444031.2
70139,57,78,2,1991,8,7021733.1
38691,59,54,6,2019,6,3877340.9
4769,15,90,10,2004,9,488123.4
4456,65,79,10,2015,2,451747.5
66727,25,24,3,2017,4,6675463.7
21856,5,22,6,2003,5,2190424.3
73542,93,38,7,2001,3,7361356.1
13423,62,32,6,2007,10,1344222.7
91361,89,90,6,1994,8,9138709.4
8583,64,92,1,2015,4,868189.5
67671,96,23,10,1998,5,6769786.8
74235,80,19,9,1994,0,7424923.4
37531,25,10,3,2016,8,3757051.6
66610,8,18,7,2000,10,6662840
88869,11,84,7,2011,5,8893331.1
56102,64,93,1,2004,1,5620090.4
98114,73,52,10,2019,0,9817419.9
82310,95,55,10,2005,10,8240688.5
6601,52,81,6,2016,4,674121.6
39130,3,52,10,2004,6,3921493.4
26848,77,21,8,2012,1,2689927.2
77975,28,22,10,1999,10,7801482.9
78739,4,87,3,2007,6,7883763.7
59704,32,84,8,2009,5,5974678.9
1634,10,1,9,1994,6,166341.4
83954,71,60,8,1990,9,8396809
6381,56,78,1,2013,2,639687.3
16817,53,100,2,1998,0,1694147.8
88402,75,75,3,1997,0,8848110.7
54789,5,12,10,2007,2,5484239.7
12020,56,47,2,1991,2,1212214.1
16602,31,62,8,2002,1,1664806.2
81800,16,78,6,2011,8,8188934.1
211,10,46,5,2009,1,24058.9
21106,58,86,10,2006,2,2117995.6
53833,77,73,8,1991,1,5388850.1
96246,62,37,3,2009,7,9631618.9
62199,61,37,9,2011,8,6222956.1
67216,72,60,6,2016,3,6729066.6
82395,4,22,5,2017,3,8246501.7
89880,93,57,10,1992,4,8998164.2
42686,61,45,5,1995,1,4271554.5
68043,34,66,10,2012,0,6814850.2
88821,1,44,9,2016,9,8886403.6
74641,91,16,10,2020,4,7465378
32121,41,17,10,2013,7,3220114.3
43665,51,43,10,2004,5,4375632.4
22849,54,17,7,2014,8,2286370.4
51021,1,68,6,2011,3,5108595.1
25316,99,17,3,1999,3,2535882.9
77346,34,43,1,2010,4,7738601
18346,7,43,4,1998,9,1839603.8
72368,74,91,3,2002,10,7245229.2
18014,85,67,5,2015,3,1810349.5
56391,99,9,4,1992,2,5641537.2
30007,48,36,3,1993,6,3008473.3
70179,50,96,4,2021,2,7027779.1
4813,2,67,6,2002,4,495134.2
80331,49,56,6,1995,4,8037047.5
68153,45,22,3,2013,5,6822830.3
90954,57,68,1,1990,5,9102269
24168,18,92,3,2017,4,2420503.7
10781,21,31,9,2020,0,1085988
70810,37,23,7,2011,5,7086297.1
92505,51,50,10,1997,0,9259024.7
4768,93,66,5,2016,3,483681.6
23668,11,23,7,2016,10,2372045.6
27093,14,34,6,1996,2,2718663.6
11519,71,82,1,2006,9,1160066.6
90122,35,89,8,1994,3,9017994.4
85198,59,4,7,1997,10,8520917.7
75571,63,47,5,2009,0,7562964.9
61478,48,6,4,1998,10,6151688.8
64180,36,100,6,2002,4,6425560.2
71527,3,24,5,2008,5,7159280.8
77855,59,100,7,2018,2,7797856.8
54169,76,28,8,2007,4,5424360.7
74689,44,33,3,2006,8,7476071.6
12426,53,17,6,1998,7,1246872.8
59509,6,38,5,1994,3,5956829.4
5340,86,44,10,2011,2,538173.1
10082,3,46,8,2008,5,1016018.8
35763,54,70,7,1993,3,3578936.3
81375,67,90,3,2013,5,8144015.3
74875,7,93,4,2009,1,7493537.9
14623,98,8,4,2005,1,1468584.5
46282,17,1,2,2009,6,4635687.9
11124,67,75,4,2015,7,1125532.5
20634,23,41,8,1992,6,2066809.2
73473,60,49,5,2020,10,7354795
9130,37,42,10,2002,2,921139.2
10342,83,39,3,2006,1,1043513.6
30291,10,24,8,1997,7,3030131.7
52756,76,54,3,1998,10,5290006.8
56155,23,16,8,1992,1,5617383.2
45587,15,41,6,2010,3,4563744
21070,90,5,9,2019,3,2112717.9
18603,8,5,4,2017,5,1871116.7
85134,29,1,8,2001,3,8514100.1
74689,60,90,9,2008,6,7484096.8
28825,74,72,7,2009,5,2887905.9
4680,6,47,1,2020,8,472741
35706,65,27,2,2013,7,3574742.3
24321,59,51,2,2013,8,2440786.3
36321,97,73,10,2003,9,3638628.3
85415,55,80,5,2018,6,8550149.8
8731,90,24,10,2015,3,880713.5
80634,46,34,7,1991,8,8065315.1
30631,13,60,2,2010,8,3070674
56065,35,52,3,2018,7,5614119.8
49574,45,97,5,2007,2,4967356.7
75408,30,37,7,1994,4,7545062.4
735,66,64,6,2015,4,84567.5
925,94,88,5,1998,4,104727.8
22714,2,68,4,2000,0,2278508
99053,20,41,6,2013,1,9914114.3
65914,5,11,8,2019,6,6599320.9
76613,71,37,3,2020,3,7665959
1862,48,90,3,2000,3,193540
27600,13,79,5,2010,9,2764902
71241,42,83,1,1991,7,7135011.1
67247,59,94,5,1993,3,6733795.3
79073,21,17,4,1992,2,7913819.2
9208,58,37,4,2004,6,922791.4
51875,4,14,7,2004,4,5193634.4
92445,92,43,2,2017,4,9249510.7
13470,35,17,10,1995,1,1350039.5
29722,96,22,1,1991,5,2977107.1
18104,76,69,2,2019,0,1816871.9
98701,69,81,6,1992,4,9879541.2
30239,27,5,2,2016,0,3029749.6
77857,14,20,10,2002,3,7788400.2
22737,17,5,5,2006,5,2278169.6
24896,93,11,4,2019,4,2494839.9
98793,70,25,4,1994,2,9885562.4
14224,76,19,7,2021,2,1427508.1
65001,18,37,6,2013,8,6504375.3
84479,4,51,4,2010,7,8454598
49415,61,43,2,1999,4,4943067.9
75177,82,30,1,1995,1,7519419.5
95630,42,90,10,2001,4,9572960.1
40911,43,2,10,2012,8,4100225.2
71151,17,36,10,1994,1,7117551.4
48392,44,6,7,1992,8,4841545.2
76649,77,76,3,2013,10,7667431.3
5390,52,54,7,2020,6,547066
44938,58,100,6,2007,4,4510650.7
50595,75,94,8,1996,9,5067161.6
43776,14,78,1,2007,4,4387370.7
70110,98,43,4,2010,7,7015646
40760,79,69,5,2001,3,4080383.1
39524,5,2,1,2005,7,3953344.5
6597,10,83,4,2014,10,670292.4
19674,84,32,1,2021,9,1978538.1
57415,41,80,8,2012,8,5752675.2
2143,62,59,4,2018,2,220656.8
37302,91,29,9,1994,8,3734886.4
64964,53,28,9,2012,10,6498171.2
67691,28,52,5,2015,10,6772663.5
727,18,52,4,2004,7,77725.4
70068,31,100,4,2004,0,7015755.4
61771,94,53,8,2006,9,6181734.6
62878,95,41,6,2008,3,6289361.8
64505,89,92,1,2008,9,6459212.8
95116,62,46,2,2017,3,9518909.7
39418,53,83,4,1990,7,3950046
47022,14,35,4,2016,3,4709643.6
36778,61,100,10,2012,6,3692148.2
95702,29,47,3,2013,4,9577615.3
86793,38,19,2,1994,6,8682439.4
12584,20,14,3,1992,10,1266802.2
54520,29,66,5,2007,6,5457270.7
4099,40,47,9,2003,7,415756.3
75948,55,71,4,1996,0,7601880.6
89305,48,40,1,1991,8,8938801.1
26506,95,69,3,2015,1,2660579.5
6921,53,21,1,2019,4,693484.9
8346,6,51,1,2010,0,839157
90050,66,49,10,2014,0,9007562.4
33341,35,95,1,2003,8,3342152.3
17467,30,25,3,2001,3,1751070.1
67672,30,25,3,2005,6,6773654.5
46771,18,95,4,2001,1,4687350.1
33700,69,30,7,1995,3,3377757.5
95076,10,44,6,1999,8,9513379.9
68535,72,34,7,1991,7,6857533.1
87567,2,38,5,1990,8,8763657
47807,31,67,5,1992,5,4790133.2
24942,7,54,8,2003,10,2502371.3
19702,27,37,2,2000,5,1974353
7001,85,70,8,2010,0,709874
26872,88,24,2,2001,9,2692017.1
24081,54,62,9,2003,10,2418822.3
40992,23,35,7,1998,7,4107719.8
48102,15,80,4,2009,10,4815224.9
90219,48,3,9,1998,3,9024572.8
58935,21,63,7,2018,5,5902606.8
99277,35,82,8,1990,10,9935775
90528,50,64,8,1994,2,9063314.4
61867,58,9,6,2006,4,6190959.6
61877,97,21,9,2011,1,6194435.1
62187,58,53,10,1994,2,6220397.4
82176,61,62,2,2019,8,8225804.9
36528,9,68,10,2011,9,3664294.1
61942,5,90,3,1998,3,6201486.8
97430,86,17,10,1999,8,9745071.9
60226,79,80,4,2016,5,6035968.6
20346,93,57,8,1996,0,2039146.6
65982,64,56,4,2012,6,6607360.2
31886,81,68,7,2001,5,3192104.1
98348,93,50,9,2001,10,9838800.1
80722,21,25,6,2019,1,8075401.9
15588,76,86,4,2015,4,1563887.5
41797,63,41,2,2007,0,4182295.7
26599,50,96,4,2015,3,2665969.5
32874,24,57,5,2011,9,3290324.1
86619,23,2,9,2018,7,8670749.8
22205,71,64,9,1999,7,2225365.9
58657,94,29,3,2003,5,5867038.3
23552,18,59,6,2002,4,2363314.2
93202,11,8,4,2009,0,9325154.9
48478,59,89,6,2013,2,4852762.3
27969,73,23,9,1994,0,2809123.4
17015,82,45,6,2016,4,1702646.6
25066,8,85,1,1993,3,2516535.3
31651,14,12,1,1992,4,3166991.2
62001,13,74,2,1992,1,6204127.2
71532,54,56,9,2000,6,7159102
45285,12,41,2,2008,8,4537104.8
59099,62,89,3,2006,0,5917182.6
73048,22,75,7,2009,3,7316030.9
2501,79,28,2,2018,0,255027.8
11620,60,67,8,2002,5,1169300.2
55228,45,85,9,1992,9,5533494.2
83411,4,29,4,1993,1,8346545.3
44721,100,81,3,2013,8,4475605.3
16360,9,80,10,1994,10,1641010.4
17306,60,98,9,1994,10,1741614.4
49820,15,38,9,1996,5,4987130.6
92241,40,63,3,2009,10,9234830.9
64318,1,83,3,2002,10,6446168.2
62785,11,40,6,1991,5,6281861.1
71517,54,89,9,2009,8,7160579.9
48401,39,49,2,2000,4,4846713
40839,78,31,9,1990,2,4092414
44219,15,82,5,1991,1,4436813.1
61455,61,69,8,1990,1,6150227
31862,2,89,1,1990,10,3198138
34137,50,64,8,2017,1,3425405.7
85661,8,22,8,2013,10,8570393.3
60988,68,59,1,2010,3,6106833
31308,56,73,3,1991,4,3138606.1
91419,55,1,9,2012,2,9147142.2
46317,95,73,3,2015,2,4638805.5
20810,97,59,8,2014,4,2087901.4
72269,72,83,9,2018,0,7237251.8
38856,67,71,4,2008,5,3890014.8
51212,83,81,2,1997,5,5129933.7
31246,13,77,6,1998,1,3127463.8
75354,2,61,2,2019,8,7546076.9
69352,30,63,10,2006,0,6945828.6
36673,31,3,9,1993,4,3673398.3
83421,32,9,7,1995,8,8348850.5
75593,62,88,10,2013,10,7567839.3
60653,8,78,1,2008,10,6076327.8
17699,64,5,3,1993,6,1775017.3
11587,41,65,1,1991,9,1166616.1
23262,71,64,8,2018,9,2328515.8
60022,52,77,8,2001,2,6013402.1
60759,17,51,4,2006,7,6079351.6
10798,27,59,9,1993,6,1086266.3
13163,46,41,3,2004,2,1327820.4
99750,4,1,5,2011,2,9982515.1
78980,10,26,9,2008,0,7903451.8
71251,22,40,7,2005,9,7132789.5
60656,82,76,7,2014,4,6074331.4
18854,40,30,9,2006,6,1896031.6
20282,18,43,1,2001,6,2029680.1
87580,59,30,5,1994,2,8763378.4
76238,6,3,4,2021,2,7625604.1
82707,79,25,8,2011,2,8278043.1
78114,81,73,4,1999,0,7818981.9
85405,63,94,5,2005,8,8555783.5
92885,73,79,10,2013,1,9293817.3
74947,40,17,8,1994,3,7500281.4
81609,100,54,8,1995,4,8167029.5
82641,31,84,5,2011,4,8272783.1
16411,46,49,10,2000,2,1652454
73237,15,12,8,2003,1,7326285.3
55821,55,20,5,2018,6,5583521.8
38171,51,83,1,1992,4,3826368.2
86433,56,5,5,2015,5,8644331.5
21136,17,97,8,2013,5,2124234.3
48162,83,3,6,1995,3,4822052.5
22238,82,4,7,1996,8,2227703.6
66813,65,38,5,1993,10,6689557.3
79256,48,70,10,1993,9,7931579.3
45383,78,34,2,1999,4,4542972.9
33974,38,23,6,1996,0,3403907.6
2017,80,78,10,2016,6,210585.6
8318,24,4,9,2021,3,832684.1
78791,82,53,10,2020,5,7886106
95878,2,35,6,2018,0,9591246.8
79499,39,79,7,2013,4,7955951.3
71601,42,65,8,1990,2,7164956
31995,54,1,7,1998,0,3203127.8
5475,37,51,5,1998,10,551668.8
91703,28,34,5,2008,3,9173404.8
9881,87,34,8,2003,8,996563.3
49904,72,78,6,2011,3,4995940.1
61529,28,8,1,2010,7,6154223
17052,58,29,2,2013,0,1706550.3
79361,12,19,10,2009,2,7946598.9
30633,34,98,2,2004,7,3071938.4
14535,100,60,3,1997,2,1455259.7
64918,91,10,1,2011,2,6494744.1
52424,100,45,7,1999,10,5252384.9
1144,29,37,10,2018,8,118555.8
76654,71,19,6,1992,7,7667673.2
70474,12,15,4,2007,8,7048195.7
33369,70,1,6,2017,9,3337636.7
79065,8,40,8,2008,8,7912800.8
16599,97,54,7,2019,4,1665461.9
64654,32,22,5,2001,7,6467876.1
33177,16,44,8,2017,3,3326989.7
63711,42,7,2,1997,5,6372039.7
98857,4,72,2,2015,5,9898892.5
56134,49,49,9,1999,8,5619428.9
76021,95,60,1,2010,2,7603621
31258,7,27,1,1991,10,3127112.1
30442,48,60,9,2008,7,3049370.8
33207,66,54,8,2000,10,3334198
2138,60,51,5,2018,2,217519.8
22593,20,28,3,2007,2,2262197.7
64253,94,31,5,2006,7,6431182.6
54936,39,87,3,2001,5,5505207.1
1430,13,92,4,1998,5,148835.8
79934,57,97,3,1996,4,8002735.6
52618,19,56,3,1998,8,5270796.8
39626,79,95,10,2016,6,3972452.6
82252,65,63,9,2020,6,8233956
30373,42,41,3,2011,3,3044199.1
50576,44,11,1,2018,1,5059529.8
88955,73,3,5,1992,0,8898280.2
42933,15,7,8,2003,4,4302362.3
34176,97,17,1,1999,3,3421425.9
47097,78,46,7,2011,2,4716535.1
10641,15,56,10,2021,3,1069818.1
30888,52,84,2,1996,9,3095632.6
77165,76,43,1,2018,10,7719488.8
23061,28,40,2,2019,0,2312106.9
10197,54,16,6,2010,1,1025552
35259,69,45,9,2013,4,3527026.3
7155,93,56,10,1990,5,724105
9552,29,4,8,2011,2,956627.1
6061,21,22,4,1997,0,613117.7
9664,77,94,10,2012,2,968805.2
34070,43,75,7,2014,4,3416611.4
61445,70,98,5,1990,5,6157121
43188,8,64,9,2016,3,4320637.6
98846,61,96,6,2013,10,9892058.3
92292,55,61,3,1992,3,9238491.2
64926,67,57,5,2009,10,6504452.9
25373,73,32,7,2008,2,2541919.8
72859,97,52,2,2001,8,7289714.1
34487,36,21,5,1998,5,3452462.8
29752,86,25,9,1990,7,2982668
57203,49,18,3,1993,4,5722619.3
89873,84,87,10,2021,4,8997133.1
33601,15,70,6,2013,6,3367765.3
180,63,71,2,2020,10,19638
27571,98,77,1,1998,2,2767842.8
18757,75,80,8,2018,2,1880601.8
60734,48,43,6,2014,1,6075765.4
50327,82,8,10,2015,3,5036872.5
61049,96,51,1,1996,1,6113701.6
92594,8,27,2,2016,1,9265539.6
85772,6,33,1,2001,9,8579037.1
77461,73,85,10,1996,2,7756205.6
91560,35,34,7,2015,6,9162963.5
14536,79,88,1,1996,8,1464600.6
75504,19,62,1,2020,1,7558113
24025,1,71,3,1993,4,2406060.3
13760,10,32,10,2021,6,1382162.1
77009,38,71,5,2002,3,7706407.2
91287,45,39,8,2020,0,9138828
47722,24,40,5,2018,9,4774661.8
41250,28,71,6,2019,7,4126032.9
44638,18,8,5,1992,9,4466312.2
76640,59,61,9,2006,5,7669425.6
85104,96,78,10,2005,7,8516196.5
35647,72,62,6,2018,4,3567681.8
36219,37,88,6,2003,3,3634081.3
80329,47,74,4,2000,3,8040769
80958,42,36,1,1998,4,8098151.8
47995,56,13,2,1991,7,4801423.1
45690,93,69,6,1992,8,4578301.2
22802,89,47,4,2021,8,2282203.1
63272,72,98,4,2002,7,6333289.2
62137,80,91,8,2003,10,6220991.3
465,54,71,2,1999,0,52762.9
58529,29,80,2,2002,8,5859182.2
93440,60,1,3,1999,7,9347335.9
80489,24,82,3,2002,2,8056228.2
29543,27,92,5,2005,8,2961309.5
1102,45,40,6,2011,6,115594.1
47649,30,38,5,2012,7,4766437.2
44129,16,34,7,1999,10,4416603.9
90874,72,23,4,2009,1,9094822.9
11027,5,10,2,2001,0,1103790.1
17618,87,91,2,2014,6,1765108.4
69182,34,46,5,2003,9,6925021.3
4348,54,5,8,2018,1,435301.8
19336,9,70,6,1996,5,1935699.6
82819,12,86,2,2005,10,8293339.5
27265,100,20,3,2018,6,2727791.8
26061,95,27,3,1993,9,2608428.3
91482,86,32,2,2003,6,9153595.3
13853,71,21,2,1991,0,1387448.1
16055,90,72,1,2007,0,1608022.7
74175,44,17,4,1993,7,7421888.3
7658,93,31,8,1996,9,767255.6
39682,100,42,5,1990,5,3971367
11401,61,10,6,1992,2,1144477.2
8370,43,52,6,1990,1,842743
89671,71,15,5,1994,0,8967749.4
66391,55,94,10,2014,8,6650282.4
8139,88,6,8,2019,6,819245.9
68180,72,43,8,2008,2,6824641.8
21982,35,46,6,1994,8,2203909.4
54456,90,31,8,1994,6,5446902.4
12198,30,49,8,1992,3,1228783.2
32527,56,84,2,2013,6,3263461.3
10676,67,97,7,1993,0,1079940.3
96433,18,47,10,2006,9,9650853.6
71484,11,64,2,1995,10,7153673.5
99217,26,34,2,2008,3,9923434.8
18523,38,31,2,2001,9,1860031.1
53978,16,72,3,2012,9,5399675.2
67825,8,9,5,2021,4,6787554.1
82292,53,99,1,1999,9,8242155.9
75848,52,98,5,2017,9,7591705.7
97520,73,13,2,1992,2,9752798.2
59571,61,30,8,2016,8,5958531.6
35967,25,60,9,2012,7,3607974.2
50614,86,39,7,1990,5,5066290
6348,12,68,1,2002,1,640585.2
77454,80,81,10,1996,7,7755247.6
91290,22,61,2,2017,7,9136100.7
67226,25,73,9,2015,8,6733312.5
44966,99,30,3,2009,10,4509078.9
45455,81,67,1,1991,5,4550968.1
21671,71,25,9,2007,6,2168225.7
19325,58,84,8,1999,2,1937569.9
55326,33,84,6,2020,7,5543245
77197,69,54,5,1997,0,7728302.7
20195,76,27,4,2011,8,2026607.1
89075,8,34,2,2007,5,8916325.7
92412,89,3,5,1996,8,9247709.6
88598,59,13,3,2015,3,8860919.5
72399,61,88,2,2004,7,7241380.4
71236,77,92,10,2007,1,7129055.7
30463,59,96,10,2008,3,3058364.8
35863,54,39,4,1991,4,3591772.1
7486,95,72,2,1999,9,760180.9
84740,32,73,4,1992,5,8482053.2
23513,11,26,5,2015,10,2357581.5
46226,25,81,8,2006,8,4638847.6
38742,100,2,8,1992,1,3878002.2
14261,66,8,3,2003,10,1431647.3
81492,74,61,9,1990,0,8154513
44475,84,44,9,1995,1,4452792.5
4617,71,64,7,1995,3,466004.5
93608,21,35,2,2000,6,9364080
98788,27,25,9,2014,3,9884496.4
17085,57,94,4,2008,4,1724807.8
92837,32,8,8,2006,10,9289481.6
30136,74,99,7,2013,4,3018980.3
22663,24,37,1,1998,3,2271081.8
36477,8,21,3,2011,3,3649873.1
32294,18,26,6,1994,8,3237695.4
48367,88,10,7,1991,4,4837589.1
27495,69,26,6,1991,6,2756763.1
527,91,74,2,2002,6,67622.2
58551,60,64,9,2020,7,5862215
7199,74,87,4,2019,10,724979.9
30204,85,4,3,2012,5,3021287.2
34210,56,3,7,1994,9,3425977.4
89872,49,2,9,2007,4,8994332.7
28600,73,88,10,2017,0,2869556.7
94317,74,75,10,2018,5,9434101.8
59292,59,3,8,1996,8,5929920.6
18747,91,71,5,2013,4,1883573.3
939,72,60,1,1997,9,98229.7
26090,6,78,1,1995,9,2613900.5
37424,33,62,7,2000,10,3750232
31040,15,9,10,2003,1,3108830.3
41661,26,58,6,2008,4,4172132.8
9601,67,83,9,2016,6,963424.6
30736,93,31,7,2014,2,3078402.4
65870,73,89,9,2020,9,6594705
74907,9,27,7,2009,0,7494845.9
19812,24,47,3,1998,3,1983779.8
50707,39,71,1,2000,6,5081669
40282,43,39,5,1998,1,4029489.8
41739,34,42,5,2017,8,4180917.7
53243,22,2,8,2006,0,5330973.6
38633,75,2,5,2014,3,3868669.4
57886,54,47,5,2020,2,5798125
5177,73,76,6,2013,2,523333.3
38392,75,41,3,1999,4,3840837.9
1405,74,69,8,2009,9,148540.9
10727,23,46,7,1995,9,1077355.5
53852,89,71,1,1996,2,5388256.6
21413,58,74,6,1993,6,2149706.3
3587,84,51,3,1991,3,367846.1
73878,12,70,4,2013,5,7399649.3
14859,84,75,4,2020,7,1499598
65107,49,28,6,2001,0,6518542.1
16388,82,53,7,1998,5,1647875.8
41431,19,18,10,1996,9,4149160.6
8698,5,83,1,2000,4,880449
66442,81,52,7,2015,1,6650604.5
12968,46,71,9,2005,8,1303596.5
49274,96,44,5,2006,5,4932274.6
84612,6,50,9,2001,6,8466374.1
48736,97,89,3,2014,0,4885719.4
4167,78,33,1,2007,10,422514.7
62601,99,53,10,1990,6,6263982
68824,39,73,9,2010,7,6892716
36842,6,65,5,1991,2,3689692.1
17585,4,88,6,2017,10,1762749.7
7139,37,65,3,1998,1,724579.8
23147,56,67,2,2015,6,2316843.5
84182,55,49,4,2000,5,8429665
61995,31,98,6,2013,4,6208532.3
6575,77,55,4,2013,3,661451.3
2638,100,44,9,2012,6,271564.2
23987,81,23,2,2014,3,2399604.4
15769,14,34,2,2010,2,1579069
4276,4,91,10,2014,1,440518.4
98566,16,83,7,1996,6,9871617.6
35745,19,70,5,1996,7,3580358.6
63825,100,82,10,1991,10,6384963.1
93508,64,60,7,2002,4,9357738.2
1753,92,97,5,2019,10,182644.9
50019,29,98,4,2002,8,5009275.2
82325,77,2,5,2007,4,8241164.7
34403,53,26,7,2016,2,3441145.6
88240,57,41,10,1998,5,8830770.8
43759,97,35,1,1999,6,4384655.9
2111,79,60,1,1994,0,216518.4
50799,42,12,5,2017,5,5080967.7
24559,49,60,5,2020,4,2459871
22422,53,84,8,1999,1,2252826.9
52599,49,72,9,2015,3,5266896.5
32472,91,84,1,2020,5,3252820
10931,5,29,1,2015,7,1098819.5
15434,21,67,2,1995,6,1547287.5
56546,30,75,10,2002,10,5659030.2
11922,54,96,6,2019,10,1202680.9
93733,81,4,8,1993,8,9378278.3
72636,61,56,7,1990,8,7271337
19793,64,56,4,1997,3,1988236.7
75334,29,5,2,2006,8,7534445.6
20854,26,59,10,2009,3,2093083.9
9126,27,96,1,2013,7,918377.3
73441,90,82,2,2014,2,7352484.4
88646,45,62,6,2007,4,8870135.7
1392,4,8,7,1990,3,143541
96455,47,63,1,1999,5,9649451.9
36417,27,10,8,1997,0,3645546.7
42688,88,79,2,2011,10,4280627.1
36468,53,65,3,2021,3,3652217.1
49940,50,86,6,2001,2,5005731.1
28924,10,36,3,1992,8,2895663.2
55858,57,18,7,1999,9,5591888.9
97704,92,9,1,2002,5,9774003.2
79171,10,41,6,1996,6,7926950.6
17434,74,24,10,1993,3,1751426.3
87587,13,55,8,2012,5,8763935.2
16727,83,60,9,2003,5,1681450.3
2813,46,41,9,2011,10,284702.1
99031,2,13,2,2001,1,9908496.1
70681,68,26,7,1994,0,7069493.4
80697,92,90,4,2003,3,8078150.3
36268,26,36,10,1993,7,3631024.3
